run_label,parameter_name,parameter_value,subgroup,rows,log_loss,auc,accuracy
baseline,baseline,baseline,weight_class:flyweight,79,0.6392062902450562,0.694813829787234,0.6708860759493671
colsample_bytree=0.6,colsample_bytree,0.6,weight_class:flyweight,79,0.642943799495697,0.6775265957446808,0.6582278481012658
colsample_bytree=0.7,colsample_bytree,0.7,weight_class:flyweight,79,0.6443911194801331,0.6748670212765957,0.6329113924050633
colsample_bytree=0.9,colsample_bytree,0.9,weight_class:flyweight,79,0.6411858797073364,0.6821808510638298,0.6708860759493671
colsample_bytree=1.0,colsample_bytree,1.0,weight_class:flyweight,79,0.639906644821167,0.6748670212765958,0.6708860759493671
gamma=0.5,gamma,0.5,weight_class:flyweight,79,0.6392062306404114,0.694813829787234,0.6708860759493671
gamma=1.0,gamma,1.0,weight_class:flyweight,79,0.6404412388801575,0.6788563829787234,0.6835443037974683
gamma=2.0,gamma,2.0,weight_class:flyweight,79,0.6428765654563904,0.675531914893617,0.6582278481012658
learning_rate=0.03,learning_rate,0.03,weight_class:flyweight,79,0.6429409980773926,0.6728723404255319,0.6582278481012658
learning_rate=0.07,learning_rate,0.07,weight_class:flyweight,79,0.6454216241836548,0.6642287234042553,0.6708860759493671
learning_rate=0.1,learning_rate,0.1,weight_class:flyweight,79,0.6543130874633789,0.6555851063829787,0.6455696202531646
max_depth=3,max_depth,3,weight_class:flyweight,79,0.6386834979057312,0.6841755319148937,0.6708860759493671
max_depth=5,max_depth,5,weight_class:flyweight,79,0.6446040272712708,0.672872340425532,0.6329113924050633
max_depth=6,max_depth,6,weight_class:flyweight,79,0.6492056250572205,0.6529255319148937,0.6582278481012658
min_child_weight=1,min_child_weight,1,weight_class:flyweight,79,0.644184410572052,0.6728723404255319,0.6708860759493671
min_child_weight=5,min_child_weight,5,weight_class:flyweight,79,0.6428770422935486,0.6788563829787234,0.6582278481012658
min_child_weight=7,min_child_weight,7,weight_class:flyweight,79,0.640946090221405,0.6841755319148937,0.6835443037974683
n_estimators=150,n_estimators,150,weight_class:flyweight,79,0.6392062902450562,0.694813829787234,0.6708860759493671
n_estimators=500,n_estimators,500,weight_class:flyweight,79,0.6392062902450562,0.694813829787234,0.6708860759493671
n_estimators=800,n_estimators,800,weight_class:flyweight,79,0.6392062902450562,0.694813829787234,0.6708860759493671
reg_alpha=0.1,reg_alpha,0.1,weight_class:flyweight,79,0.6439549326896667,0.6768617021276596,0.6708860759493671
reg_alpha=0.5,reg_alpha,0.5,weight_class:flyweight,79,0.6471031308174133,0.6675531914893618,0.6708860759493671
reg_alpha=1.0,reg_alpha,1.0,weight_class:flyweight,79,0.6478550434112549,0.6615691489361701,0.620253164556962
reg_lambda=10.0,reg_lambda,10.0,weight_class:flyweight,79,0.6484903693199158,0.6589095744680851,0.6582278481012658
reg_lambda=2.0,reg_lambda,2.0,weight_class:flyweight,79,0.6409631967544556,0.6835106382978724,0.6835443037974683
reg_lambda=5.0,reg_lambda,5.0,weight_class:flyweight,79,0.6395227909088135,0.6815159574468085,0.6708860759493671
subsample=0.6,subsample,0.6,weight_class:flyweight,79,0.640492856502533,0.6748670212765957,0.6582278481012658
subsample=0.7,subsample,0.7,weight_class:flyweight,79,0.650030255317688,0.6622340425531915,0.6455696202531646
subsample=0.9,subsample,0.9,weight_class:flyweight,79,0.6440296769142151,0.6688829787234042,0.6835443037974683
subsample=1.0,subsample,1.0,weight_class:flyweight,79,0.6541138291358948,0.6422872340425532,0.6455696202531646
baseline,baseline,baseline,weight_class:heavyweight,73,0.6281918287277222,0.7391304347826088,0.7123287671232876
colsample_bytree=0.6,colsample_bytree,0.6,weight_class:heavyweight,73,0.6281601190567017,0.7326892109500804,0.7123287671232876
colsample_bytree=0.7,colsample_bytree,0.7,weight_class:heavyweight,73,0.624683141708374,0.7479871175523349,0.726027397260274
colsample_bytree=0.9,colsample_bytree,0.9,weight_class:heavyweight,73,0.6243879199028015,0.7479871175523349,0.726027397260274
colsample_bytree=1.0,colsample_bytree,1.0,weight_class:heavyweight,73,0.628227949142456,0.7383252818035426,0.7397260273972602
gamma=0.5,gamma,0.5,weight_class:heavyweight,73,0.6281918883323669,0.7391304347826088,0.7123287671232876
gamma=1.0,gamma,1.0,weight_class:heavyweight,73,0.6218728423118591,0.7447665056360708,0.7123287671232876
gamma=2.0,gamma,2.0,weight_class:heavyweight,73,0.6193658709526062,0.751207729468599,0.7123287671232876
learning_rate=0.03,learning_rate,0.03,weight_class:heavyweight,73,0.6181398034095764,0.7536231884057971,0.7123287671232876
